CommonNeighbor,AdamicAdar,JaccardCoefficient,PreferentialAttachment,ResourceAllocation,ShortestPath,CommonCountry,Label class
0,0,0,0,0,0,0,-1
34,15.85917498,0.453333333,2590,4.021034057,1,20,-1
0,0,0,88,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,34,0,1,1,-1
0,0,0,0,0,0,1,-1
1,0.300101629,0.02173913,210,0.035714286,0.5,0,-1
1,0.300101629,0.022727273,126,0.035714286,0.5,0,-1
1,0.300101629,0.022727273,126,0.035714286,0.5,0,-1
0,0,0,574,0,0.083333333,0,-1
0,0,0,574,0,0.083333333,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
1,0.455119613,0.02173913,210,0.111111111,0.5,0,-1
1,0.455119613,0.02173913,210,0.111111111,0.5,0,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
5,1.838916966,0.066666667,444,0.354532967,1,3,-1
0,0,0,0,0,0,0,-1
2,1.135233277,0.046511628,126,0.342857143,1,3,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
3,1.753362508,0.047619048,248,0.54,1,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
3,1.753362508,0.047619048,248,0.54,1,3,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
3,1.900793082,0.6,16,0.616666667,1,3,-1
3,2.000805667,0.5,20,0.666666667,1,3,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
1,0.513898342,0.125,14,0.142857143,1,2,-1
4,1.776467752,0.285714286,77,0.426556777,1,5,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,154,0,0.125,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,33,0,0.125,1,-1
0,0,0,84,0,0.125,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
3,1.558071607,0.6,16,0.433333333,1,4,-1
0,0,0,0,0,0,1,-1
4,1.940092486,0.5,35,0.50952381,1,5,-1
6,3.282774941,0.461538462,84,0.95952381,1,7,-1
0,0,0,0,0,0,1,-1
4,1.940092486,0.5,35,0.50952381,1,5,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
4,2.485339738,0.153846154,125,0.8,1,6,-1
0,0,0,0,0,0,2,-1
4,2.174672271,0.666666667,25,0.64,1,6,-1
4,2.174672271,0.666666667,25,0.64,1,0,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,120,0,0.125,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
1,1.442695041,0.04,153,0.5,1,2,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,23,0,1,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,2,-1
1,1.442695041,0.142857143,12,0.5,1,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
5,3.761819458,0.454545455,60,1.211111111,1,5,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,4,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,4,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,150,0,0.083333333,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,4,0,0,0,-1
0,0,0,40,0,0,0,-1
0,0,0,24,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
3,0.951403344,0.176470588,64,0.128461538,1,2,-1
0,0,0,135,0,0,0,-1
0,0,0,72,0,0,0,-1
0,0,0,135,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,28,0,0.333333333,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
4,1.828623748,0.666666667,25,0.45,1,5,-1
0,0,0,0,0,0,1,-1
0,0,0,55,0,0.142857143,0,-1
0,0,0,55,0,0.142857143,0,-1
0,0,0,55,0,0.142857143,0,-1
4,2.047529078,0.307692308,60,0.566666667,1,5,-1
4,2.047529078,0.307692308,60,0.566666667,1,5,-1
2,0.804859209,0.285714286,20,0.166666667,0.5,3,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
4,2.485339738,0.363636364,50,0.8,1,4,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,2,-1
4,2.298299286,0.666666667,25,0.7,1,4,-1
0,0,0,0,0,0,1,-1
0,0,0,20,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,10,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,10,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,55,0,0.142857143,0,-1
0,0,0,55,0,0.142857143,0,-1
0,0,0,55,0,0.142857143,0,-1
4,2.047529078,0.307692308,60,0.566666667,1,5,-1
4,2.047529078,0.307692308,60,0.566666667,1,5,-1
2,0.804859209,0.285714286,20,0.166666667,0.5,3,-1
1,0.513898342,0.166666667,10,0.142857143,0.5,4,-1
0,0,0,0,0,0,2,-1
1,1.442695041,0.125,14,0.5,1,2,-1
0,0,0,4,0,0.333333333,2,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,2,-1
1,1.442695041,0.125,14,0.5,1,2,-1
7,2.998096429,0.2,272,0.684351277,1,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,16,0,0,2,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,16,0,0,2,-1
0,0,0,16,0,0,0,-1
0,0,0,7,0,1,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
27,12.10682694,0.6,1247,2.923498138,1,9,-1
8,3.50477351,0.228571429,306,0.823240166,1,5,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
8,5.628195595,0.666666667,99,1.91025641,1,5,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,4,0,0,1,-1
7,3.20805559,0.28,192,0.791666667,1,4,-1
0,0,0,36,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
6,2.587750467,0.171428571,408,0.595039683,1,0,-1
11,4.680478901,0.211538462,860,1.066917385,1,0,-1
5,2.159353805,0.151515152,336,0.499101307,1,0,-1
0,0,0,0,0,0,0,-1
2,0.731879306,0.08,72,0.130252101,0.5,0,-1
2,0.824165727,0.1,120,0.176923077,0.5,0,-1
4,1.547672679,0.142857143,192,0.303863212,0.5,0,-1
1,0.389871245,0.071428571,54,0.076923077,0.5,0,-1
4,1.547672679,0.142857143,192,0.303863212,0.5,0,-1
0,0,0,72,0,0.333333333,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,68,0,0,0,-1
0,0,0,0,0,0,0,-1
9,4.049627697,0.36,240,0.979166667,1,5,-1
4,1.556268292,0.16,120,0.308029879,1,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,68,0,0,0,-1
0,0,0,68,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
4,2.377903146,0.235294118,80,0.742857143,1,9,-1
1,0.36067376,0.142857143,15,0.0625,0.5,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,2,-1
0,0,0,6,0,0.083333333,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
2,1.023764539,0.166666667,48,0.283333333,0.5,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
1,0.402429604,0.04,120,0.083333333,0.5,0,-1
2,1.531574161,0.125,72,0.533333333,1,2,-1
0,0,0,0,0,0,2,-1
8,3.469423013,0.333333333,207,0.809173669,1,5,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
1,1.442695041,0.083333333,22,0.5,1,2,-1
0,0,0,0,0,0,1,-1
7,3.153444197,0.4375,120,0.766666667,1,5,-1
0,0,0,0,0,0,0,-1
4,1.77003571,0.142857143,255,0.424206349,1,0,-1
9,3.857076433,0.225,580,0.89543403,1,0,-1
4,1.744068652,0.16,210,0.411601307,1,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
2,0.731879306,0.125,45,0.130252101,0.5,0,-1
3,1.186998919,0.15,120,0.241363212,0.5,0,-1
0,0,0,12,0,0.333333333,0,-1
3,1.186998919,0.15,120,0.241363212,0.5,0,-1
0,0,0,30,0,0.25,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
9,3.995016304,0.5625,150,0.954166667,1,5,-1
4,1.501656899,0.25,75,0.283029879,1,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
7,3.088419088,0.636363636,80,0.733333333,1,4,-1
0,0,0,0,0,0,1,-1
3,2.164042561,0.6,16,0.75,1,4,-1
3,2.164042561,0.6,16,0.75,1,4,-1
3,2.164042561,0.6,16,0.75,1,4,-1
3,2.164042561,0.6,16,0.75,1,4,-1
3,1.845124645,0.166666667,68,0.583333333,1,4,-1
0,0,0,0,0,0,1,-1
3,1.795651165,0.230769231,48,0.558823529,1,4,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,45,0,0.142857143,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
2,1.279458147,0.2,27,0.416666667,1,5,-1
2,1.176467134,0.285714286,18,0.361111111,1,3,-1
0,0,0,0,0,0,1,-1
2,1.01323024,0.4,12,0.277777778,1,5,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
2,1.424137569,0.25,21,0.476190476,1,3,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,4,0,1,2,-1
2,2.885390082,0.285714286,20,1,1,2,-1
1,0.621334935,0.2,8,0.2,1,0,-1
1,0.621334935,0.2,8,0.2,1,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
7,3.073498699,0.777777778,64,0.725490196,1,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,40,0,0.125,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,15,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,12,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
2,1.820478453,0.5,9,0.666666667,1,3,-1
0,0,0,0,0,0,1,-1
0,0,0,1,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,9,0,0.166666667,1,-1
0,0,0,6,0,0,1,-1
2,1.391137574,0.222222222,24,0.458333333,1,3,-1
2,0.961796694,0.5,9,0.25,1,3,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,40,0,0.125,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,110,0,0,0,-1
0,0,0,110,0,0,0,-1
4,2.485339738,0.666666667,25,0.8,1,4,-1
0,0,0,0,0,0,1,-1
4,1.917984307,0.25,75,0.5,1,2,-1
0,0,0,10,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
4,2.485339738,0.666666667,25,0.8,1,0,-1
0,0,0,0,0,0,0,-1
0,0,0,162,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,144,0,0,0,-1
0,0,0,0,0,0,0,-1
1,1.442695041,0.333333333,4,0.5,1,2,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,24,0,0,0,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
2,1.820478453,0.333333333,15,0.666666667,1,0,-1
0,0,0,0,0,0,2,-1
1,0.378923182,0.2,9,0.071428571,0.5,0,-1
5,4.049424806,0.294117647,96,1.340909091,1,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
2,0.918784387,0.285714286,18,0.229166667,1,0,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
1,1.442695041,0.333333333,4,0.5,1,2,-1
0,0,0,22,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,40,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
4,2.485339738,0.5,35,0.8,1,5,-1
0,0,0,0,0,0,2,-1
4,2.485339738,0.5,35,0.8,1,5,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,2,-1
2,0.739596942,0.166666667,48,0.133928571,1,0,-1
0,0,0,0,0,0,0,-1
2,0.937033808,0.090909091,128,0.238095238,1,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
2,0.918784387,0.1,112,0.229166667,1,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,9,0,0,0,-1
0,0,0,9,0,0,0,-1
2,1.36535884,0.285714286,18,0.444444444,1,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
2,1.270912987,0.181818182,30,0.395833333,1,0,-1
2,0.794968242,0.5,9,0.1625,1,0,-1
0,0,0,18,0,0.111111111,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
5,2.149156838,0.131578947,390,0.502203444,1,6,-1
1,0.294014104,0.03030303,273,0.033333333,0.5,2,-1
0,0,0,0,0,0,1,-1
0,0,0,91,0,0.333333333,1,-1
0,0,0,126,0,0.2,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
1,0.294014104,0.055555556,78,0.033333333,0.5,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,1,-1
7,2.956528973,0.225806452,240,0.66887011,1,13,-1
1,0.294014104,0.035714286,168,0.033333333,0.5,2,-1
0,0,0,0,0,0,1,-1
1,0.294014104,0.021276596,320,0.033333333,0.5,0,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,2,-1
0,0,0,0,0,0,1,-1
1,0.294014104,0.035714286,168,0.033333333,0.5,0,-1
0,0,0,80,0,0.333333333,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1
